iter	Logloss
264	0.2641651614
265	0.2632413907
266	0.2622394949
267	0.2615524722
268	0.2606639811
269	0.260018792
270	0.2596244837
271	0.2589928944
272	0.2581793198
273	0.2574917332
274	0.2567908633
275	0.2558191965
276	0.2554056809
277	0.2550586726
278	0.2544140246
279	0.2536111358
280	0.2533793089
281	0.2529222847
282	0.2518260223
283	0.2512703883
284	0.2502497025
285	0.2498963658
286	0.2495090607
287	0.2487596658
288	0.2481868791
289	0.2477318782
290	0.2471704546
291	0.2466163904
292	0.2457157302
293	0.245047087
294	0.2442340392
295	0.2438628188
296	0.2433701678
297	0.2426465253
298	0.241646897
299	0.241114434
300	0.240147403
301	0.2396645084
302	0.2391628512
303	0.2386659224
304	0.2379485863
305	0.2372521206
306	0.2368209124
307	0.2364305504
308	0.2354517855
309	0.2352195011
310	0.2349649251
311	0.2344088532
312	0.2337866656
313	0.2333724832
314	0.2324495429
315	0.2318179492
316	0.2313819869
317	0.2311162927
318	0.2302836225
319	0.2296346634
320	0.2291904879
321	0.2286648038
322	0.2281957008
323	0.2275239486
324	0.2265661632
325	0.2256630857
326	0.2251329355
327	0.2242609291
328	0.2235209836
329	0.2225222888
330	0.2219979613
331	0.2215173411
332	0.2210432987
333	0.2205647669
334	0.2199403391
335	0.2195333078
336	0.2188768804
337	0.2184729379
338	0.2177989544
339	0.2173530406
340	0.2170301935
341	0.2164394026
342	0.2153540428
343	0.2145881804
344	0.2139957944
345	0.2134840542
346	0.2132369521
347	0.2126053535
348	0.2118264721
349	0.2111354964
350	0.2106263832
351	0.2103433341
352	0.2099743701
353	0.2091554754
354	0.2087912706
355	0.2081362019
356	0.2078799394
357	0.206936786
358	0.2062795002
359	0.205694568
360	0.2049846959
361	0.204465862
362	0.2039980069
363	0.2034188095
364	0.20300098
365	0.202184604
366	0.2017056949
367	0.2011945468
368	0.2005869389
369	0.1999094044
370	0.1995916965
371	0.1991291304
372	0.1985735487
373	0.198100749
374	0.197529071
375	0.1970534937
376	0.1966342049
377	0.1962940157
378	0.1957078785
379	0.1952193696
380	0.1947299817
381	0.1944916974
382	0.1941828837
383	0.1938327085
384	0.1935301342
385	0.1929133126
386	0.1925710663
387	0.1923118066
388	0.1920653597
389	0.191552599
390	0.1910059181
391	0.1906682749
392	0.1902569948
393	0.1896319022
394	0.1889904668
395	0.1886655294
396	0.1876969673
397	0.1871930643
398	0.1865828574
399	0.185994938
400	0.1857013232
401	0.1851352727
402	0.1843717712
403	0.1838833176
404	0.1836297204
405	0.1834075166
406	0.1830333161
407	0.1823896496
408	0.1822264886
409	0.1815600046
410	0.1812171049
411	0.1808651684
412	0.1805978222
413	0.1802848823
414	0.1799604099
415	0.1796607524
416	0.179173998
417	0.1786771185
418	0.1781780497
419	0.1777860463
420	0.1774971618
421	0.1771848838
422	0.1768753968
423	0.1765947797
424	0.176131543
425	0.1757725312
426	0.1753408962
427	0.1749129287
428	0.1743107795
429	0.1741147538
430	0.1736014405
431	0.1730813362
432	0.1726563545
433	0.1721756906
434	0.1720430561
435	0.1713822522
436	0.1711827859
437	0.1704973243
438	0.1700970958
439	0.1694308654
440	0.1691891429
441	0.1688700851
442	0.1683662555
443	0.1678825969
444	0.167476154
445	0.1672137515
446	0.1668532243
447	0.1666101146
448	0.1663880879
449	0.1661372425
450	0.1655491128
451	0.1651563132
452	0.1649941062
453	0.164711268
454	0.1644817122
455	0.1639164153
456	0.1636804616
457	0.1633104461
458	0.1630708184
459	0.1628305716
460	0.1625216259
461	0.1623020682
462	0.1620901625
463	0.1616444779
464	0.1613605349
465	0.1609251727
466	0.1604316677
467	0.1601615167
468	0.1599267941
469	0.1596058549
470	0.1592482793
471	0.1590465101
472	0.1587962572
473	0.1583617979
474	0.1581643881
475	0.1578897241
476	0.1574512946
477	0.1572885171
478	0.1570115592
479	0.1565996164
480	0.1562152491
481	0.1558424782
482	0.1556546941
483	0.1550447825
484	0.1548498393
485	0.1546047637
486	0.1544107095
487	0.1540761401
488	0.1537492109
489	0.1534990638
490	0.1532642038
491	0.1531257715
492	0.1529066244
493	0.1525057346
494	0.152307869
495	0.1519864657
496	0.1516793462
497	0.1513012592
498	0.151061087
499	0.1507747001
500	0.1504865695
501	0.1500805227
502	0.1495209431
503	0.1490184018
504	0.1487657043
505	0.1485089868
506	0.1482252977
507	0.1479424886
508	0.1474434119
509	0.146948333
510	0.1468495841
511	0.1463811753
512	0.1462106607
513	0.1460767951
514	0.1458332658
515	0.1456964326
516	0.1453402021
517	0.1452138226
518	0.1448950656
519	0.1442471777
520	0.1439542408
521	0.1437356625
522	0.1435107923
523	0.1433108988
524	0.1429488259
525	0.1426670555
526	0.1419797768
527	0.141760304
528	0.1413162761
529	0.1410254203
530	0.1408093055
531	0.1406320382
532	0.1402499496
533	0.140115609
534	0.1399319848
535	0.1395346919
536	0.1392567208
537	0.1389377648
538	0.1387695695
539	0.1384727353
540	0.1383144124
541	0.1380402378
542	0.1377603722
543	0.1374622961
544	0.1373356313
545	0.1370858352
546	0.1369230525
547	0.1365364973
548	0.1362463685
549	0.1360621589
550	0.1357700862
551	0.1355233516
552	0.1351937228
553	0.1351072074
554	0.1345966509
555	0.1344071117
556	0.1341020663
557	0.1338047554
558	0.1334894932
559	0.1330340749
560	0.1327044941
561	0.1325438311
562	0.1322346121
563	0.1320016272
564	0.1318012475
565	0.1313167921
566	0.130927153
567	0.1307615094
568	0.1305357236
569	0.1303296175
570	0.1301748026
571	0.1298777967
572	0.1295778901
573	0.1294432864
574	0.1291375577
575	0.1289457142
576	0.1287708407
577	0.128460387
578	0.1282061889
579	0.1278495649
580	0.1275464564
581	0.1273189929
582	0.1272142046
583	0.1270060888
584	0.1268057761
585	0.1264394352
586	0.1261438304
587	0.1258246972
588	0.1256251091
589	0.1255015944
590	0.1252980812
591	0.1251710712
592	0.1249920701
593	0.1248952748
594	0.1246166167
595	0.1244305175
596	0.1241892899
597	0.1237964795
598	0.1237102434
599	0.1235249785
600	0.123406352
601	0.1233095726
602	0.12287643
603	0.1227406125
604	0.1226520118
605	0.1223633772
606	0.1220686852
607	0.121870617
608	0.1217624114
609	0.1213778686
610	0.1211861775
611	0.1209864821
612	0.1206889011
613	0.1204832555
614	0.1201733701
615	0.1198898855
616	0.1196663761
617	0.1194961743
618	0.1191643802
619	0.1190817386
620	0.118900533
621	0.1186864049
622	0.1183717169
623	0.1181963318
624	0.1180061009
625	0.1178210372
626	0.1175857691
627	0.1173108783
628	0.1169915011
629	0.1166605661
630	0.1165222799
631	0.1163890323
632	0.1162404697
633	0.116015279
634	0.1158694176
635	0.1155898968
636	0.1153953186
637	0.1153306802
638	0.1150582118
639	0.1147598738
640	0.1144802174
641	0.114317404
642	0.114047823
643	0.1139182677
644	0.1138505692
645	0.1136859912
646	0.1135779276
647	0.1133975509
648	0.1132912712
649	0.1132306891
650	0.1131445197
651	0.1129696302
652	0.1127380292
653	0.1124637438
654	0.1123130859
655	0.1121048726
656	0.1119211832
657	0.1116631648
658	0.1115794988
659	0.1113657959
660	0.1112876542
661	0.1110930359
662	0.1109942471
663	0.1107573593
664	0.1105384689
665	0.1103255761
666	0.1100441696
667	0.1097332548
668	0.1095275131
669	0.1093850385
670	0.1091496699
671	0.1089255607
672	0.1088234261
673	0.1086388101
674	0.108393967
675	0.108319526
676	0.1080593767
677	0.107958481
678	0.107799917
679	0.1074611163
680	0.1073574487
681	0.1070843308
682	0.1068502685
683	0.1065005348
684	0.1063006743
685	0.1060881251
686	0.1059146476
687	0.1058203933
688	0.1056668656
689	0.1054467666
690	0.1051460321
691	0.1048141095
692	0.1046464482
693	0.1044690718
694	0.1042973828
695	0.1042150845
696	0.1041095658
697	0.1039652644
698	0.1037575375
699	0.1035165383
700	0.1034132435
701	0.103190379
702	0.1029889514
703	0.1028225142
704	0.1027604321
705	0.1025982665
706	0.1023187006
707	0.1021183344
708	0.1019658357
709	0.101715743
710	0.1014029213
711	0.1010073032
712	0.100928534
713	0.1007476169
714	0.1005076921
715	0.100314657
716	0.1002536002
717	0.09996768241
718	0.09973944682
719	0.0995869625
720	0.09939208392
721	0.09915877224
722	0.09885614448
723	0.09849198038
724	0.09827202162
725	0.09801121642
726	0.09778558883
727	0.09758068008
728	0.09748301546
729	0.09735056428
730	0.09718511751
731	0.09692999881
732	0.09664691573
733	0.09657699135
734	0.09634572062
735	0.09610246804
736	0.09579460118
737	0.09562208498
738	0.09531088403
739	0.09511871891
740	0.09486412858
741	0.09476686642
742	0.09457012499
743	0.09434510297
744	0.09424844009
745	0.09402875432
746	0.09388729746
747	0.09372508744
748	0.09354379635
749	0.09330926605
750	0.09321083478
751	0.09306220744
752	0.0928357509
753	0.09269030365
754	0.09247357818
755	0.09225117527
756	0.09199625053
757	0.09185791428
758	0.09174287409
759	0.09159427703
760	0.09136634087
761	0.09120985186
762	0.09093682621
763	0.09075489546
764	0.09053325429
765	0.09034750413
766	0.09030337705
767	0.09019131311
768	0.08996466977
769	0.08982716146
770	0.08969915053
771	0.08937256425
772	0.08911914991
773	0.08901970705
774	0.08883081931
775	0.0886392951
776	0.08825796949
777	0.08801909991
778	0.08796075603
779	0.08767656552
780	0.08751360571
781	0.08735891202
782	0.08713454659
783	0.086997134
784	0.08674617239
785	0.08665699405
786	0.08660382646
787	0.08641107663
788	0.0861229727
789	0.08606548227
790	0.08593680272
791	0.08575278087
792	0.08562170452
793	0.08547428667
794	0.08535854098
795	0.08520966473
796	0.08500925101
797	0.08478636
798	0.08470850223
799	0.08453373018
800	0.08446188189
801	0.08441194727
802	0.08419053132
803	0.08412277321
804	0.08396470571
805	0.08378690854
806	0.08362625535
807	0.08346335986
808	0.08338980245
809	0.08331070156
810	0.08310650819
811	0.08304637409
812	0.08284670795
813	0.08266110739
814	0.08260005478
815	0.08237016152
816	0.08228842038
817	0.0821616748
818	0.08194866692
819	0.08179896412
820	0.08161993399
821	0.08145131019
822	0.08129603213
823	0.0811780436
824	0.08090295256
825	0.08079828432
826	0.08066217049
827	0.08056078088
828	0.08044588659
829	0.08037770405
830	0.08024104989
831	0.08016269348
832	0.08007565018
833	0.07999952676
834	0.07982171861
835	0.07970863851
836	0.07955211467
837	0.07943593759
838	0.07932659773
839	0.07925832522
840	0.07913018777
841	0.07900876487
842	0.07886328686
843	0.07873258052
844	0.07859230691
845	0.0784318909
846	0.07835678278
847	0.07817166018
848	0.07804232369
849	0.07788898473
850	0.07778731312
851	0.07756801396
852	0.0773710916
853	0.07720691457
854	0.07712899758
855	0.07697138071
856	0.07677994991
857	0.07673124686
858	0.07658163162
859	0.07647645093
860	0.0762908645
861	0.07617936172
862	0.07602528818
863	0.07593021693
864	0.07585822236
865	0.07571196404
866	0.07561914333
867	0.07552124422
868	0.07532928267
869	0.07516398745
870	0.07505760403
871	0.07494160359
872	0.07465311643
873	0.07458784936
874	0.07449601117
875	0.0744597509
876	0.07433147513
877	0.0742284833
878	0.07406351388
879	0.07401221124
880	0.07387931791
881	0.07383951747
882	0.07361875969
883	0.07355937836
884	0.07331903832
885	0.07320612892
886	0.07314894645
887	0.07304948431
888	0.07290263127
889	0.07274592235
890	0.07267817443
891	0.07258755175
892	0.07252917195
893	0.07247023718
894	0.07237992703
895	0.07228902031
896	0.07214752395
897	0.07197724981
898	0.07185781917
899	0.07163355097
900	0.07151345819
901	0.07136434253
902	0.07120394247
903	0.07114634669
904	0.07100276285
905	0.07089650644
906	0.07065789924
907	0.07041254036
908	0.07034299351
909	0.0702232058
910	0.07009053342
911	0.07002956926
912	0.0699250097
913	0.0697776732
914	0.06971660244
915	0.06959044367
916	0.06944552853
917	0.06930225568
918	0.06919712992
919	0.0690417596
920	0.06900550605
921	0.06887966997
922	0.0687776349
923	0.06872461214
924	0.06860787135
925	0.06846728188
926	0.06831600393
927	0.06814454855
928	0.06805752224
929	0.06801466832
930	0.06796473972
931	0.06785188037
932	0.06762680441
933	0.06750066962
934	0.06747425186
935	0.06744026305
936	0.06732491117
937	0.06708543665
938	0.06690105385
939	0.06686660922
940	0.0667906929
941	0.06674095366
942	0.06668756003
943	0.06650133384
944	0.06634827164
945	0.06624182369
946	0.06617993912
947	0.06600053871
948	0.06586497114
949	0.0656995433
950	0.06556272875
951	0.06544130264
952	0.06532067231
953	0.06523519641
954	0.0651374207
955	0.06502408919
956	0.0649301376
957	0.06481719979
958	0.06462693419
959	0.06457906513
960	0.06443231395
961	0.06435673724
962	0.06430193175
963	0.0641817798
964	0.06404477854
965	0.0639736044
966	0.06382091624
967	0.06375899021
968	0.06370956447
969	0.06357521669
970	0.06354726033
971	0.0634594715
972	0.06334753261
973	0.06329295842
974	0.06314261022
975	0.06300030412
976	0.06283674802
977	0.06271752094
978	0.06257546994
979	0.06244384871
980	0.06230696109
981	0.06222565399
982	0.06216682521
983	0.06211176461
984	0.06204007781
985	0.06193696421
986	0.06183769318
987	0.06174965365
988	0.06162951897
989	0.06153207903
990	0.06146059117
991	0.06131380755
992	0.06119788636
993	0.06108653378
994	0.06100333608
995	0.06096046973
996	0.06084830633
997	0.06075551241
998	0.06067912565
999	0.06054655843
